"row_id","objectid","cnn","nhood","streetname","district","from_st","to_st","project_location","tc_measure","units","install_mo","install_yr","install_datetime","fiscal_yr","program","current_status","current_ti","next_step","next_step_2","shape","data_as_of","data_loaded_at"
"242","24115","8661000","Mount Davidson Manor","MANOR DR","7","OCEAN AVE","FAIRFIELD WY \ KENWOOD WY","Manor Drive from Ocean Avenue to Fairfield Way \ Kenwood Way","Speed Hump","2","10","2021","2021/10/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.465312619 37.726405276, -122.464070428 37.728253107)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"243","24138","8672101","McLaren Park","MANSELL ST","9, 10","VISITACION AVE","JOH F SHELLEY DR","Mansell Street from Visitacion Avenue to Joh F Shelley Drive","Speed Table","3","3","2021","2021/03/01","<Null>","Miscellaneous","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.411673324 37.718754101, -122.411669903 37.718654518, -122.413843087 37.718077852, -122.414076395 37.718037874, -122.414176323 37.718126716)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"244","24145","8604000","Excelsior","MADRID ST","11","PERU AVE","AVALON AVE","Madrid Street from Peru Avenue to Avalon Avenue","Speed Hump","1","1","2021","2021/01/01","<Null>","Traffic Routing","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.428115827 37.727845928, -122.429280199 37.726281708)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"245","24149","8608000","Excelsior","MADRID ST","11","PERSIA AVE","RUSSIA ST","Madrid Street from Persia Avenue to Russia Street","Speed Hump","1","6","2021","2021/06/01","<Null>","Restoration after paving","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.432805977 37.721618771, -122.433985108 37.720062806)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"246","24151","8610000","Excelsior","MADRID ST","11","ITALY ST","FRANCE AVE","Madrid Street from Italy Street to France Avenue","3-Lump Speed Cushion","2","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.435156613 37.718507797, -122.436331137 37.716953124)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"247","24155","8614000","West Portal","MADRONE AVE","7","TARAVAL ST","ULLOA ST","Madrone Avenue from Taraval Street to Ulloa Street","Speed Hump","1","12","2014","2014/12/01","FY 2013-2014","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.466859497 37.743490863, -122.466845885 37.743349497, -122.467582037 37.741618106, -122.467630536 37.741503089)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"248","24156","8615000","West Portal","MADRONE AVE","7","ULLOA ST","VICENTE ST","Madrone Avenue from Ulloa Street to Vicente Street","Speed Hump","1","5","2016","2016/05/01","FY 2014-2015","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.467630536 37.741503089, -122.46826688 37.740021541)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"249","24159","8616102","Forest  Hill","MAGELLAN AVE","7","MARCELA AVE","PLAZA ST","Magellan Avenue from Marcela Avenue to Placeaza Street","Speed Hump","1","<Null>","2021",,"FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.461185248 37.748984303, -122.460994482 37.748986802, -122.460796523 37.748985608, -122.460531196 37.748931678, -122.460334995 37.748854157, -122.460195041 37.748765229, -122.460122774 37.748702656, -122.460050535 37.748695129)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"250","24160","8616201","Forest  Hill","MAGELLAN AVE","7","Castenada Ave \ Forest Hill Path","PLAZA ST","Magellan Avenue from Castenada Avenue \ Forest Hill Path to Placeaza Street","Speed Hump","1","4","2021","2021/04/01","FY 2017-2018","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.461940999 37.748996736, -122.461840755 37.749045583, -122.460952037 37.749053229, -122.46075661 37.749044617, -122.460506554 37.748997912, -122.4602835 37.748902886, -122.460155129 37.748824236, -122.460061817 37.748743444, -122.460050535 37.748695129)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"251","24162","8618000","Forest  Hill","MAGELLAN AVE","7","PACHECO AVE","SOLA AVE","Magellan Avenue from Pacheco Avenue to Sola Avenue","Speed Table","2","01","2026","2026/01/01","FY 2021-2022","App-Based","Complete",,,,"LINESTRING (-122.459972001 37.747752319, -122.460074395 37.747611729, -122.461615603 37.746402598, -122.461710036 37.746361514)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"252","24167","8621000","Forest  Hill","MAGELLAN AVE","7","MONTALVO AVE","CORTES AVE","Magellan Avenue from Montalvo Avenue to Cortes Avenue","Speed Hump","1","1","2018","2018/01/01",,"Dewey Area TC","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.46416112 37.744444658, -122.466138212 37.744280694)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"253","24168","8622000","Forest  Hill","MAGELLAN AVE","7","CORTES AVE","12TH AVE","Magellan Avenue from Cortes Avenue to 12th Avenue","Speed Hump","1","1","2018","2018/01/01",,"Dewey Area TC","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.466138212 37.744280694, -122.468133221 37.744123773)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"254","24169","8623000","Marina","MAGNOLIA ST","2","LAGUNA ST","BUCHANAN ST","Magnolia Street from Laguna Street to Buchanan Street","Speed Hump","1","12","2014","2014/12/01","FY 2014-2015","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431219089 37.800984031, -122.432863678 37.800773004)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"255","24170","8624000","Marina","MAGNOLIA ST","2","BUCHANAN ST","WEBSTER ST","Magnolia Street from Buchanan Street to Webster Street","Speed Hump","1","12","2014","2014/12/01","FY 2014-2015","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.432863678 37.800773004, -122.434507988 37.800561989)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"257","24186","8640101","Miraloma Park","MALTA DR","7","OSHAUGHNESSY BLVD","STILLINGS AVE","Malta Drive from Oshaughnessy Boulevard to Streetillings Avenue","Speed Table","2","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.442988383 37.73491512, -122.443241646 37.734935121, -122.443498917 37.735041782, -122.443868795 37.735222932, -122.444190292 37.735407446, -122.444280988 37.735484219, -122.444414927 37.735547155, -122.444456724 37.735604612, -122.444478073 37.735720552, -122.444433833 37.736070356, -122.44440571 37.736218559)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"261","24228","8594000","Silver Terrace","MADDUX AVE","10","THOMAS AVE","TOPEKA AVE","Maddux Avenue from thomas Avenue to Topeka Avenue","Speed Hump","1","0","2014","2014/01/01","FY 2011-2012","TC Implementation","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.398342259 37.73431133, -122.398391375 37.734088293, -122.398487569 37.733807789, -122.398584636 37.733638848)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"262","24232","8509000","Outer Sunset","GREAT HWY","4","IRVING ST","JUDAH ST","Great Highway from Irving Street to Judah Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.509622174 37.762127288, -122.509381622 37.760271686)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"263","24233","8510000","Outer Sunset","GREAT HWY","4","JUDAH ST","KIRKHAM ST \ LA PLAYA ST","Great Highway from Judah Street to Kirkham Street \ La Playa","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.509381622 37.760271686, -122.50916589 37.758488075, -122.50911129 37.758414453)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"264","24234","8511000","Outer Sunset","GREAT HWY","4","KIRKHAM ST \ LA PLAYA","LA PLAYA \ LAWTON ST","Great Highway from Kirkham Street \ La Playa to La Playa \ Lawton Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.50911129 37.758414453, -122.508902544 37.75655123)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"265","24237","8512002","Outer Sunset","GREAT HWY","4","LA PLAYA","MORAGA ST","Great Highway from La Placeaya to Moraga Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.508833919 37.755991311, -122.508679285 37.754691735)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"266","24238","8513000","Outer Sunset","GREAT HWY","4","MORAGA ST","NORIEGA ST","Great Highway from Moraga Street to Noriega Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.508679285 37.754691735, -122.508432397 37.752830227)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"267","24239","8514000","Outer Sunset","GREAT HWY","4","NORIEGA ST","ORTEGA ST","Great Highway from Noriega Street to Ortega Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.508432397 37.752830227, -122.508186651 37.7509682)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"268","24240","8515000","Outer Sunset","GREAT HWY","4","ORTEGA ST","PACHECO ST","Great Highway from Ortega Street to Pacheco Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.508186651 37.7509682, -122.507941547 37.749110937)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"269","24241","8516000","Outer Sunset","GREAT HWY","4","PACHECO ST","QUINTARA ST","Great Highway from Pacheco Street to Quintara Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.507941547 37.749110937, -122.507694895 37.747248534)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"270","24242","8517000","Outer Sunset","GREAT HWY","4","QUINTARA ST","RIVERA ST","Great Highway from Quintara Street to Rivera Street","3-Lump Speed Cushion","1","4","2021","2021/04/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.507694895 37.747248534, -122.507442626 37.745391435)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"271","24243","8518000","Outer Sunset","GREAT HWY","4","RIVERA ST","SANTIAGO ST","Great Highway from Rivera Street to Santiago Street","3-Lump Speed Cushion","1","4","2021","2021/04/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.507442626 37.745391435, -122.507313784 37.744444337, -122.507193246 37.743535156)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"272","24245","8520000","Outer Sunset","GREAT HWY","4","48TH AVE \ TARAVAL ST","48TH AVE \ ULLOA ST","Great Highway from 48th Avenue \ Taraval Street to 48th Avenue \ Ulloa Street","3-Lump Speed Cushion","1","5","2021","2021/05/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.506865452 37.741673016, -122.50693495 37.741595344, -122.506675737 37.739812384)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"273","24246","8521000","Outer Sunset","GREAT HWY","4","48TH AVE \ ULLOA ST","VICENTE ST","Great Highway from 48th Avenue \ Ulloa Street to Vicente Street","3-Lump Speed Cushion","1","4","2021","2021/04/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.506675737 37.739812384, -122.506435607 37.737959853)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"274","24248","8523000","Parkside","GREAT HWY","4","CUTLER AVE","WAWONA ST","Great Highway from Cutler Avenue to Wawona Street","3-Lump Speed Cushion","1","4","2021","2021/04/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.50631414 37.73702273, -122.506193982 37.736095688)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"275","24263","8538000","Ingleside Terrace","LUNADO WAY","7","ESTERO AVE","MERCEDES WAY","Lunado Way from Estero Avenue to Mercedes Way","Speed Table","2","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending design review and approval","TBD","Pending construction","TBD","LINESTRING (-122.471304038 37.723720071, -122.471186243 37.725934637, -122.471132004 37.726787739)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"277","24274","8549000","Mission Terrace","LYELL ST","11","BOSWORTH ST \ STILL ST","CAYUGA AVE","Lyell Street from Bosworth Street \ Streetill Street to Cayuga Avenue","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","D8 Safe Streets","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431685404 37.731651525, -122.431392972 37.731009499)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"278","24281","8468000","Golden Gate Heights","LOMITA AVE","7","ALOHA AVE","LAWTON ST","Lomita Avenue from Aloha Avenue to Lawton Street","Speed Hump","1","1","2022","2022/01/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.472298859 37.75910829, -122.472581818 37.759083142, -122.472772163 37.759001667, -122.47294215 37.758878523, -122.473003645 37.758747648, -122.472995642 37.758627484, -122.472932833 37.758545292, -122.472723261 37.758310062)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"279","24282","8469000","Golden Gate Heights","LOMITA AVE","7","16TH AVE","ALOHA AVE","Lomita Avenue from 16th Avenue to Aloha Avenue","Speed Hump","2","1","2022","2022/01/01","FY 2018-2019","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.472723261 37.758310062, -122.472812181 37.757832794, -122.47297533 37.757426907, -122.473265997 37.756997093, -122.473442608 37.75684474)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"280","24283","8470000","Excelsior","LONDON ST","11","AVALON AVE","EXCELSIOR AVE","London Street from Avalon Avenue to Excelsior Avenue","Speed Hump","1","2","2022","2022/02/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.431767135 37.727310674, -122.432857063 37.725870915)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"281","24284","8471000","Excelsior","LONDON ST","11","BRAZIL AVE","EXCELSIOR AVE","London Street from Brazil Avenue to Excelsior Avenue","3-Lump Speed Cushion","2","8","2023","2023/08/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.432857063 37.725870915, -122.434033481 37.724316372)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"282","24285","8472000","Excelsior","LONDON ST","11","PERSIA AVE","BRAZIL AVE","London Street from Persia Avenue to Brazil Avenue","3-Lump Speed Cushion","2","8","2023","2023/08/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete",,"<Null>","<Null>","LINESTRING (-122.434033481 37.724316372, -122.435208401 37.722763731)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"283","24286","8473000","Excelsior","LONDON ST","11","RUSSIA AVE","PERSIA AVE","London Street from Russia Avenue to Persia Avenue","3-Lump Speed Cushion","2","9","2023","2023/09/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.435208401 37.722763731, -122.43638454 37.721209404)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"284","24287","8474000","Excelsior","LONDON ST","11","FRANCE AVE","RUSSIA AVE","London Street from France Avenue to Russia Avenue","3-Lump Speed Cushion","2","8","2023","2023/08/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.43638454 37.721209404, -122.437558733 37.7196497)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"287","24313","8500000","Oceanview","LOUISBURG ST","11","NIAGARA AVE","GENEVA AVE","Louisburg Street from Niagara Avenue to Geneva Avenue","3-Lump Speed Cushion","2","<Null>","<Null>",,"FY 2020-2021","App-Based","Pending construction","TBD","Completion","<Null>","LINESTRING (-122.449295742 37.721752413, -122.450103174 37.720482069)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"288","24317","8504000","Crocker Amazon","LOWELL ST","11","MORSE ST","BRUNSWICK ST","Lowell Street from Morse Street to Brunswick Street","Speed Hump","1","3","2022","2022/03/01","FY 2019-2020","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.446168138 37.711039283, -122.445503344 37.709813315)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"289","24321","8508000","Outer Sunset","GREAT HWY","4","LINCOLN WY","IRVING ST","Great Highway from Lincoln Way to Irving Street","3-Lump Speed Cushion","1","3","2021","2021/03/01","<Null>","Great Highway Traffic Management","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.509833065 37.763969287, -122.509817376 37.763728973, -122.509760349 37.763273495, -122.509622174 37.762127288)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"290","24375","8394000","Hayes Valley","LINDEN ST","5","LAGUNA ST","OCTAVIA ST","Linden Street from Laguna Street to Octavia Street","Speed Hump","2","8","2023","2023/08/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.424565011 37.7762014, -122.426167393 37.775997144)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"291","24383","8401000","Glen Park","LIPPARD AVE","8","CHENERY ST","BOSWORTH ST","Lippard Avenue from Chenery Street to Bosworth Street","Speed Table","1","<Null>","<Null>",,"FY 2021-2022","App-Based","Pending construction","TBD","Completion","TBD","LINESTRING (-122.435550525 37.734796986, -122.435839971 37.73387533)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"292","24384","8402000","Glen Park","LIPPARD AVE","8","BOSWORTH ST","JOOST AVE","Lippard Avenue from Bosworth Street to Joost Avenue","3-Lump Speed Cushion","1","6","2007","2007/06/01","FY 2006-2007","Site Specific","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.435839971 37.73387533, -122.436238474 37.732606372, -122.436238357 37.732382388)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"293","24386","8404000","Excelsior","LISBON ST","11","PERU AVE","AVALON AVE","Lisbon Street from Peru Avenue to Avalon Avenue","Speed Hump","1","6","2007","2007/06/01","FY 2005-2006","Areawide","Obsolete","<Null>","<Null>","<Null>","LINESTRING (-122.428903047 37.728221712, -122.430079506 37.72666326)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"294","24388","8406000","Excelsior","LISBON ST","11","AVALON AVE","EXCELSIOR AVE","Lisbon Street from Avalon Avenue to Excelsior Avenue","3-Lump Speed Cushion","2","10","2019","2019/10/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.4301697 37.726543778, -122.4312534 37.725106576)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"295","24389","8407000","Excelsior","LISBON ST","11","EXCELSIOR AVE","BRAZIL AVE","Lisbon Street from Excelsior Avenue to Brazil Avenue","Speed Hump","2","10","2019","2019/10/01","FY 2018-2019","D11 NTIP","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.4312534 37.725106576, -122.432432061 37.723549724)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"296","24390","8408000","Excelsior","LISBON ST","11","BRAZIL AVE","PERSIA AVE","Lisbon Street from Brazil Avenue to Persia Avenue","3-Lump Speed Cushion","2","9","2023","2023/09/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.432432061 37.723549724, -122.433606338 37.722000221)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"297","24391","8409000","Excelsior","LISBON ST","11","PERSIA AVE","RUSSIA AVE","Lisbon Street from Persia Avenue to Russia Avenue","3-Lump Speed Cushion","2","9","2023","2023/09/01","<Null>","Excelsior Neighborhood Traffic Calming Project","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.433606338 37.722000221, -122.434784958 37.720444911)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"299","24398","8416000","Oceanview","LOBOS ST","11","CAINE AVE","PLYMOUTH AVE","Lobos Street from Caine Avenue to Placeymouth Avenue","3-Lump Speed Cushion","3","8","2023","2023/08/01","FY 2020-2021","App-Based","Complete",,,"<Null>","LINESTRING (-122.452474226 37.714982781, -122.452605204 37.714925211, -122.456071999 37.714904673)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"300","24412","8430000","Buena Vista","LOMA VISTA TER","8","MASONIC AVE","ROOSEVELT WY","Loma Vist Terrace from Masonic Avenue to Roosevelt Way","3-Lump Speed Cushion","1","5","2022","2022/05/01","FY 2019-2020","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.443347279 37.765332795, -122.443263298 37.765217753, -122.443278635 37.764726165, -122.443215275 37.764557546)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"301","24508","8306000","West Portal","LENOX WAY","7","TARAVAL ST","VERDUN WYY","Lenox Way from Taraval Street to Verdun Way","Speed Hump","1","1","2020","2020/01/01","FY 2016-2017","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.464736799 37.743658626, -122.464837544 37.742792805, -122.464857998 37.742658268, -122.464917753 37.742506908, -122.464993706 37.742409779)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"302","24509","8307000","West Portal","LENOX WAY","7","VERDUN WY","ULLOA ST","Lenox Way from Verdun Way to Ulloa Street","Speed Hump","2","1","2020","2020/01/01","FY 2016-2017","App-Based","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.464993706 37.742409779, -122.466122802 37.741043563)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
"303","24517","8315000","Corona Heights","LEVANT ST","8","STATES ST","VULCAN STWY","Levant Street from Streetates Street to Vulcan Streetwy","Speed Hump","1","4","2021","2021/04/01","<Null>","Annual Removal and Replacement","Complete","<Null>","<Null>","<Null>","LINESTRING (-122.442317303 37.765002719, -122.442331372 37.764550482, -122.441977893 37.763743324, -122.441982944 37.763482772)","2026/05/23 10:19:56 AM","2026/05/23 10:48:09 AM"
